Category	Subcategory	Enrichment	P-value	P-adjusted	Q-value	Observed	miRNAs/precursors	database	cluster	cluster_rep	reduction_method
GO Biological process (miRPathDB)	glycolytic process through fructose-6-phosphate	depleted	0.0016306	0.0242706	0.0242706	13	hsa-miR-96-5p; hsa-miR-3177-3p; hsa-miR-615-3p; hsa-miR-18a-3p; hsa-miR-324-3p; hsa-miR-125a-5p; hsa-miR-432-3p; hsa-miR-17-5p; hsa-miR-149-5p; hsa-miR-423-5p; hsa-miR-17-3p; hsa-miR-331-3p; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	gonad development	depleted	0.0051277	0.0522438	0.0522438	41	hsa-miR-96-5p; hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-221-3p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-365a-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-891b; hsa-miR-138-5p; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-224-5p; hsa-miR-18a-5p; hsa-miR-181a-5p; hsa-miR-378a-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-548z; hsa-miR-200c-3p; hsa-miR-195-5p; hsa-miR-23b-3p; hsa-miR-205-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-548h-3p; hsa-miR-218-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hair cycle	depleted	0.0337662	0.1591055	0.1591055	10	hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-153-3p; hsa-miR-203a-3p; hsa-miR-34a-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-130a-3p; hsa-miR-574-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hair cycle process	depleted	0.0025785	0.0324709	0.0324709	12	hsa-miR-125b-5p; hsa-miR-9-5p; hsa-miR-153-3p; hsa-miR-34a-3p; hsa-miR-301b-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-518b; hsa-miR-130a-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-376c-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hair follicle development	depleted	0.0025785	0.0324709	0.0324709	12	hsa-miR-125b-5p; hsa-miR-9-5p; hsa-miR-153-3p; hsa-miR-34a-3p; hsa-miR-301b-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-518b; hsa-miR-130a-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-376c-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	head development	depleted	0.0458313	0.1846712	0.1846712	64	hsa-miR-196b-5p; hsa-let-7c-3p; hsa-miR-21-5p; hsa-miR-92b-3p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-6872-5p; hsa-miR-223-3p; hsa-miR-4467; hsa-miR-128-1-5p; hsa-miR-708-5p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-452-5p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-33b-5p; hsa-miR-9-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-125b-1-3p; hsa-miR-1471; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-130b-3p; hsa-miR-663a; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-583; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-326; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-224-5p; hsa-miR-125a-5p; hsa-miR-301b-3p; hsa-miR-181a-5p; hsa-miR-140-5p; hsa-miR-1181; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-518c-3p; hsa-miR-205-5p; hsa-miR-331-3p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-miR-101-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-2277-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	heart development	depleted	0.000184114	0.0050198	0.0050198	80	hsa-miR-182-5p; hsa-let-7c-3p; hsa-let-7f-2-3p; hsa-miR-300; hsa-miR-21-5p; hsa-miR-1185-2-3p; hsa-miR-125b-5p; hsa-miR-155-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-1185-1-3p; hsa-miR-452-5p; hsa-miR-429; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-148a-3p; hsa-miR-9-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-219a-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-6740-5p; hsa-miR-296-5p; hsa-miR-29b-1-5p; hsa-let-7a-3p; hsa-miR-200a-5p; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-19a-3p; hsa-miR-342-5p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-15a-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-let-7c-5p; hsa-miR-590-5p; hsa-miR-424-5p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-miR-200a-3p; hsa-let-7f-1-3p; hsa-miR-497-5p; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-181a-5p; hsa-miR-103a-3p; hsa-miR-132-3p; hsa-miR-140-5p; hsa-miR-491-5p; hsa-let-7b-3p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-518c-3p; hsa-miR-486-3p; hsa-miR-141-3p; hsa-miR-199b-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-miR-128-3p; hsa-miR-98-3p; hsa-miR-130a-3p; hsa-miR-34c-5p; hsa-miR-30b-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-494-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-124-3p; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	heart morphogenesis	depleted	0.007353	0.065734	0.065734	38	hsa-let-7c-3p; hsa-miR-21-5p; hsa-miR-200b-3p; hsa-miR-452-5p; hsa-miR-429; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-125b-1-3p; hsa-miR-219a-5p; hsa-miR-1-3p; hsa-miR-6740-5p; hsa-miR-29b-1-5p; hsa-miR-200a-5p; hsa-miR-138-5p; hsa-miR-342-5p; hsa-miR-339-3p; hsa-miR-15a-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-590-5p; hsa-miR-424-5p; hsa-miR-204-5p; hsa-miR-200a-3p; hsa-miR-497-5p; hsa-miR-1246; hsa-miR-181a-5p; hsa-miR-140-5p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-195-5p; hsa-miR-128-3p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	heart valve development	depleted	0.0021977	0.0289669	0.0289669	43	hsa-miR-21-5p; hsa-miR-183-5p; hsa-miR-223-3p; hsa-miR-135a-5p; hsa-miR-200b-3p; hsa-miR-452-5p; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-211-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-342-5p; hsa-miR-519e-5p; hsa-miR-106a-5p; hsa-miR-339-3p; hsa-miR-32-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-449a; hsa-miR-590-5p; hsa-miR-204-5p; hsa-miR-125a-5p; hsa-miR-410-3p; hsa-miR-140-5p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-26a-5p; hsa-miR-515-5p; hsa-miR-130a-3p; hsa-miR-191-5p; hsa-miR-34c-5p; hsa-miR-30b-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	heart valve formation	depleted	0.0237289	0.1310254	0.1310254	13	hsa-miR-5701; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-144-3p; hsa-miR-146a-5p; hsa-miR-449a; hsa-miR-181a-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-34c-5p; hsa-miR-101-3p; hsa-miR-206; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	heart valve morphogenesis	depleted	0.0032415	0.0385454	0.0385454	41	hsa-miR-5701; hsa-miR-21-5p; hsa-miR-100-5p; hsa-miR-135a-5p; hsa-miR-200b-3p; hsa-miR-452-5p; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-211-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-342-5p; hsa-miR-519e-5p; hsa-miR-106a-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-449a; hsa-miR-590-5p; hsa-miR-204-5p; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-140-5p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-141-3p; hsa-miR-26a-5p; hsa-miR-515-5p; hsa-miR-205-5p; hsa-miR-130a-3p; hsa-miR-191-5p; hsa-miR-34c-5p; hsa-miR-30b-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hematopoietic progenitor cell differentiation	depleted	0.0108322	0.0839063	0.0839063	10	hsa-miR-9-5p; hsa-miR-29b-1-5p; hsa-miR-324-5p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-27b-3p; hsa-miR-378a-3p; hsa-miR-139-5p; hsa-miR-331-3p; hsa-miR-218-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hemopoiesis	depleted	2.84626e-05	0.0013051	0.0013051	72	hsa-miR-196b-5p; hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-10b-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-183-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-153-3p; hsa-miR-130b-3p; hsa-miR-210-3p; hsa-miR-29b-1-5p; hsa-miR-19a-3p; hsa-miR-518a-3p; hsa-miR-652-3p; hsa-miR-93-5p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-449a; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-150-3p; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-27b-3p; hsa-miR-378a-3p; hsa-miR-320c; hsa-miR-1181; hsa-miR-139-5p; hsa-miR-92a-1-5p; hsa-miR-20a-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-518c-3p; hsa-miR-17-5p; hsa-miR-582-5p; hsa-miR-23b-3p; hsa-miR-205-5p; hsa-miR-331-3p; hsa-miR-128-3p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-34c-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-494-3p; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hemostasis	depleted	0.113704	0.2781071	0.2781071	14	hsa-miR-155-5p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-1471; hsa-miR-1-3p; hsa-miR-425-3p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-203a-3p; hsa-miR-204-5p; hsa-miR-224-5p; hsa-miR-143-3p; hsa-miR-149-5p; hsa-miR-205-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	heterocycle metabolic process	depleted	2.36218e-08	7.38349977142857e-06	7.38349977142857e-06	188	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-182-5p; hsa-let-7c-3p; hsa-miR-450b-5p; hsa-let-7f-2-3p; hsa-miR-3177-3p; hsa-miR-300; hsa-miR-3191-5p; hsa-miR-21-5p; hsa-miR-1185-2-3p; hsa-miR-6797-3p; hsa-miR-10b-5p; hsa-miR-200b-5p; hsa-miR-92b-3p; hsa-miR-100-5p; hsa-miR-10a-5p; hsa-miR-125b-5p; hsa-miR-488-5p; hsa-miR-221-3p; hsa-miR-183-5p; hsa-miR-329-5p; hsa-miR-6716-3p; hsa-miR-215-5p; hsa-miR-301a-3p; hsa-miR-223-3p; hsa-miR-128-1-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-548n; hsa-miR-541-5p; hsa-miR-935; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-770-5p; hsa-miR-99a-5p; hsa-miR-98-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-1185-1-3p; hsa-miR-1260b; hsa-miR-452-5p; hsa-miR-429; hsa-miR-144-5p; hsa-miR-6820-5p; hsa-miR-25-3p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-212-3p; hsa-miR-877-3p; hsa-miR-9-3p; hsa-miR-664a-3p; hsa-miR-29b-3p; hsa-miR-181d-5p; hsa-miR-4472; hsa-miR-29a-3p; hsa-miR-153-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-6885-5p; hsa-miR-557; hsa-miR-1229-3p; hsa-miR-675-5p; hsa-miR-106b-3p; hsa-let-7a-3p; hsa-miR-200a-5p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-342-5p; hsa-miR-302a-5p; hsa-miR-519c-3p; hsa-miR-520d-5p; hsa-miR-519a-3p; hsa-miR-638; hsa-miR-652-3p; hsa-miR-93-5p; hsa-miR-33a-5p; hsa-miR-425-3p; hsa-miR-106a-5p; hsa-miR-339-3p; hsa-miR-425-5p; hsa-miR-32-5p; hsa-miR-363-3p; hsa-miR-1180-3p; hsa-miR-505-3p; hsa-miR-324-5p; hsa-miR-133b; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-1277-5p; hsa-miR-505-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-484; hsa-miR-1301-3p; hsa-let-7c-5p; hsa-miR-23a-3p; hsa-miR-424-5p; hsa-miR-34a-3p; hsa-miR-326; hsa-miR-550a-3p; hsa-miR-324-3p; hsa-miR-4664-5p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-let-7f-1-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-1246; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-19b-3p; hsa-miR-301b-3p; hsa-miR-320b; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-27b-3p; hsa-miR-378a-3p; hsa-miR-877-5p; hsa-miR-320c; hsa-miR-1181; hsa-let-7g-3p; hsa-miR-491-5p; hsa-let-7b-3p; hsa-miR-2110; hsa-miR-139-5p; hsa-miR-92a-1-5p; hsa-miR-20a-5p; hsa-miR-199a-5p; hsa-miR-766-3p; hsa-miR-625-3p; hsa-miR-30c-5p; hsa-miR-20b-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-181c-5p; hsa-miR-524-5p; hsa-miR-143-3p; hsa-miR-518c-3p; hsa-miR-107; hsa-miR-141-3p; hsa-miR-17-5p; hsa-miR-199b-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-582-5p; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-423-5p; hsa-miR-15b-5p; hsa-miR-23b-3p; hsa-miR-205-5p; hsa-miR-296-3p; hsa-let-7e-5p; hsa-miR-17-3p; hsa-miR-331-3p; hsa-miR-361-5p; hsa-miR-128-3p; hsa-miR-98-3p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-24-3p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-889-3p; hsa-miR-30b-5p; hsa-miR-214-3p; hsa-miR-31-3p; hsa-miR-342-3p; hsa-miR-101-3p; hsa-miR-495-3p; hsa-miR-1296-5p; hsa-miR-494-3p; hsa-miR-145-5p; hsa-miR-381-3p; hsa-miR-218-5p; hsa-miR-199a-3p; hsa-miR-490-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	hexose biosynthetic process	enriched	0.491328	0.523764	0.523764	10	hsa-miR-96-5p; hsa-miR-3177-3p; hsa-miR-22-3p; hsa-miR-9-3p; hsa-miR-106b-3p; hsa-miR-615-3p; hsa-miR-425-3p; hsa-miR-324-5p; hsa-miR-200c-3p; hsa-miR-331-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hexose metabolic process	depleted	0.0698261	0.2247584	0.2247584	21	hsa-let-7f-2-3p; hsa-miR-3177-3p; hsa-miR-1185-2-3p; hsa-miR-125b-5p; hsa-miR-1185-1-3p; hsa-miR-429; hsa-miR-9-3p; hsa-miR-19a-3p; hsa-miR-425-3p; hsa-miR-339-3p; hsa-miR-203a-3p; hsa-miR-187-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-125a-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-518c-3p; hsa-miR-17-5p; hsa-miR-184; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hindbrain development	depleted	0.480626	0.5161876	0.5161876	13	hsa-miR-223-3p; hsa-miR-4467; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-9-3p; hsa-miR-6070; hsa-miR-448; hsa-miR-133b; hsa-miR-23a-3p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-200c-3p; hsa-miR-331-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	hippocampus development	depleted	0.0024672	0.0314771	0.0314771	28	hsa-miR-92b-3p; hsa-miR-221-3p; hsa-miR-708-5p; hsa-miR-4746-5p; hsa-miR-429; hsa-miR-25-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-32-5p; hsa-miR-363-3p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-203a-3p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-320c; hsa-miR-200c-3p; hsa-miR-195-5p; hsa-miR-205-5p; hsa-miR-214-3p; hsa-miR-31-3p; hsa-miR-101-3p; hsa-miR-105-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	histone H2A-K119 monoubiquitination	depleted	0.270958	0.3999029	0.3999029	19	hsa-miR-548ab; hsa-miR-548ae-5p; hsa-miR-548ad-5p; hsa-miR-548c-5p; hsa-miR-200b-3p; hsa-miR-548ay-5p; hsa-miR-548ak; hsa-miR-548as-5p; hsa-miR-548i; hsa-miR-548a-5p; hsa-miR-548j-5p; hsa-miR-548w; hsa-miR-33a-5p; hsa-miR-203a-3p; hsa-miR-200c-3p; hsa-miR-548o-5p; hsa-miR-548am-5p; hsa-miR-495-3p; hsa-miR-548d-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone H2A monoubiquitination	depleted	0.461633	0.5074488	0.5074488	17	hsa-miR-548ab; hsa-miR-548ae-5p; hsa-miR-548ad-5p; hsa-miR-548c-5p; hsa-miR-200b-3p; hsa-miR-548ay-5p; hsa-miR-548ak; hsa-miR-548as-5p; hsa-miR-548i; hsa-miR-548a-5p; hsa-miR-548j-5p; hsa-miR-548w; hsa-miR-200c-3p; hsa-miR-548o-5p; hsa-miR-548am-5p; hsa-miR-493-3p; hsa-miR-548d-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone H2A ubiquitination	enriched	0.410866	0.4734561	0.4734561	14	hsa-miR-548ab; hsa-miR-548ae-5p; hsa-miR-548ad-5p; hsa-miR-548c-5p; hsa-miR-548ay-5p; hsa-miR-548ak; hsa-miR-548as-5p; hsa-miR-548i; hsa-miR-548a-5p; hsa-miR-548j-5p; hsa-miR-548w; hsa-miR-548o-5p; hsa-miR-548am-5p; hsa-miR-548d-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone H3-K4 methylation	depleted	0.205543	0.3632918	0.3632918	13	hsa-miR-196b-5p; hsa-miR-193b-3p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-484; hsa-miR-4507; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-27b-3p; hsa-miR-92a-1-5p; hsa-miR-26a-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone H3-K9 methylation	enriched	0.369566	0.450482	0.450482	11	hsa-miR-155-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-212-3p; hsa-miR-148a-3p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-133b; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-200c-3p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone H3-K9 modification	depleted	0.316249	0.4226957	0.4226957	14	hsa-miR-155-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-503-5p; hsa-miR-19a-3p; hsa-miR-133b; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-17-5p; hsa-miR-26a-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone deacetylation	depleted	0.0187325	0.114042	0.114042	17	hsa-miR-21-5p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-675-5p; hsa-miR-181b-5p; hsa-miR-29c-3p; hsa-miR-449a; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-378a-3p; hsa-miR-140-5p; hsa-miR-30c-5p; hsa-miR-181c-5p; hsa-miR-30b-5p; hsa-miR-127-3p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone lysine methylation	depleted	0.0068301	0.0631557	0.0631557	25	hsa-miR-708-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-541-5p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-615-3p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-29c-3p; hsa-miR-484; hsa-miR-449a; hsa-let-7c-5p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-199a-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-26a-5p; hsa-miR-195-5p; hsa-miR-34c-5p; hsa-miR-214-3p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone methylation	depleted	0.0215361	0.1229676	0.1229676	27	hsa-miR-196b-5p; hsa-miR-21-5p; hsa-miR-708-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-615-3p; hsa-miR-181b-5p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-484; hsa-let-7c-5p; hsa-miR-424-5p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-497-5p; hsa-miR-27b-3p; hsa-miR-30c-5p; hsa-miR-181c-5p; hsa-miR-26a-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-574-3p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone modification	depleted	0.0048483	0.050275	0.050275	57	hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-223-3p; hsa-miR-128-1-5p; hsa-miR-708-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-452-5p; hsa-miR-1296-3p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-181d-5p; hsa-miR-4472; hsa-miR-29a-3p; hsa-miR-675-5p; hsa-miR-663a; hsa-miR-615-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-342-5p; hsa-miR-6825-5p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-484; hsa-let-7c-5p; hsa-miR-424-5p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-19b-3p; hsa-miR-30e-5p; hsa-miR-181a-5p; hsa-miR-27b-3p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-181c-5p; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-15b-5p; hsa-let-7b-5p; hsa-miR-30b-5p; hsa-miR-214-3p; hsa-miR-574-3p; hsa-miR-30d-5p; hsa-miR-218-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	histone monoubiquitination	depleted	0.362072	0.4458152	0.4458152	18	hsa-miR-548ab; hsa-miR-548ae-5p; hsa-miR-548ad-5p; hsa-miR-128-1-5p; hsa-miR-548c-5p; hsa-miR-548ay-5p; hsa-miR-548ak; hsa-miR-548as-5p; hsa-miR-548i; hsa-miR-548a-5p; hsa-miR-548j-5p; hsa-miR-548w; hsa-miR-186-5p; hsa-miR-146a-5p; hsa-miR-548o-5p; hsa-miR-548am-5p; hsa-miR-495-3p; hsa-miR-548d-5p	GO_BP	NA	FALSE	NA
